property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category
flat,narsingi,3.0,2.0,1,Relatively New,2047.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,2.0,2.0,1,Relatively New,1255.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,1,Relatively New,1750.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,1,Relatively New,1528.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,4.0,4.0,2,New Property,2544.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,2,Relatively New,2190.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,1,Relatively New,1602.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gandipet,3.0,3.0,1,Relatively New,2230.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,2.0,2,New Property,1640.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
flat,financial district,3.0,3.0,1,Relatively New,2109.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,3.0,2,New Property,1950.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Relatively New,1450.0,1.0,0.0,0.0,Medium,unfurnished,High Floor
flat,puppalaguda,2.0,2.0,1,Relatively New,1314.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,1834.0,1.0,0.0,1.0,Medium,semifurnished,Mid Floor
flat,kompally,2.0,2.0,1,New Property,1265.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,kompally,3.0,3.0,2,New Property,1705.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,financial district,3.0,3.0,2,Relatively New,1825.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kokapet,3.0,2.0,1,Relatively New,1515.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kokapet,2.0,2.0,1,Relatively New,1330.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,manikonda,2.0,2.0,1,Relatively New,1350.0,1.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,2.0,2.0,1,Relatively New,1155.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1676.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1696.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Relatively New,1300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,1601.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,1600.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,1,Relatively New,1340.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,2,Relatively New,2040.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,2,Relatively New,1935.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,2,Relatively New,1865.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,2.0,2.0,1,Relatively New,1275.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,aminpur,3.0,3.0,2,New Property,1500.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
flat,puppalaguda,2.0,2.0,1,Relatively New,1360.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,1795.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kothaguda,3.0,3.0,2,Relatively New,1700.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kothaguda,3.0,3.0,2,Relatively New,1695.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Relatively New,1295.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kokapet,3.0,3.0,1,Relatively New,2235.0,1.0,0.0,1.0,Low,unfurnished,High Floor
flat,alwal,2.0,2.0,1,Relatively New,1160.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1765.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1915.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1715.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2170.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kokapet,3.0,3.0,1,Relatively New,1957.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,1,Relatively New,1275.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,2,Relatively New,1305.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kokapet,3.0,3.0,1,Relatively New,1957.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,2050.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,2.0,2,Relatively New,1540.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,narsingi,3.0,3.0,1,Relatively New,1680.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,appa junction,2.0,2.0,1,New Property,1392.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kushaiguda,3.0,3.0,1,New Property,1450.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,narsingi,2.0,2.0,1,New Property,1397.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,rampally,2.0,2.0,1,New Property,1220.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,chandanagar,2.0,2.0,2,New Property,1200.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,tellapur,3.0,3.0,3,New Property,2320.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,1855.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,financial district,3.0,3.0,1,Relatively New,1198.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,rampally,2.0,2.0,1,New Property,1220.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,kapra,3.0,3.0,3,New Property,2600.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,hi tech city,3.0,3.0,1,New Property,1600.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,hi tech city,3.0,4.0,2,New Property,2230.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,4.0,1,New Property,2220.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,hi tech city,3.0,3.0,1,New Property,1550.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,hi tech city,2.0,2.0,1,New Property,1160.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,madhapur,3.0,3.0,1,Relatively New,1663.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,4.0,2,New Property,2230.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,3.0,2,New Property,2230.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,mallampet,2.0,2.0,2,New Property,1145.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,New Property,1610.0,1.0,0.0,1.0,High,unfurnished,High Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,1834.0,0.0,0.0,1.0,Low,semifurnished,High Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,1700.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,1,Relatively New,2045.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,4.0,4.0,2,Relatively New,3050.0,0.0,1.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,1870.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2290.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2280.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,3,Moderately Old,2671.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,2959.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2185.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2185.0,0.0,0.0,1.0,Low,semifurnished,Low Floor
flat,kondapur,3.0,3.0,1,Relatively New,1870.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2300.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,4.0,5.0,2,New Property,2860.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
flat,kondapur,2.0,2.0,1,New Property,1385.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Relatively New,1106.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,2.0,2.0,1,Relatively New,1105.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,2.0,2.0,1,Relatively New,1385.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2350.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2100.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2350.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2215.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,2.0,1,Relatively New,2350.0,1.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2170.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2215.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2350.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,2.0,1,Relatively New,2215.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,2.0,2,Relatively New,2215.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,2.0,2.0,1,Relatively New,1385.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,2.0,2.0,1,Relatively New,1300.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2215.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2350.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2170.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2170.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,2.0,1,Relatively New,2100.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,serlingampally,3.0,3.0,2,Relatively New,1629.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,Relatively New,2170.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,2.0,2.0,1,Relatively New,1385.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,serlingampally,2.0,2.0,1,Relatively New,1302.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,serlingampally,3.0,3.0,2,Relatively New,1628.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,serlingampally,3.0,3.0,2,Relatively New,1815.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,serlingampally,3.0,3.0,2,Relatively New,1816.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,jubilee hills,3.0,3.0,1,New Property,2275.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,1,New Property,1535.0,0.0,0.0,0.0,Medium,unfurnished,High Floor
flat,nanakramguda,3.0,3.0,2,New Property,2750.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,madhapur,3.0,3.0,2,New Property,1675.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,chandanagar,3.0,3.0,2,Relatively New,1440.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,chandanagar,2.0,2.0,1,Relatively New,1026.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,shaikpet,3.0,3.0,2,Moderately Old,1600.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,2,Relatively New,1492.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,2,Relatively New,1993.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1283.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,2,Relatively New,1834.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,2,Moderately Old,1800.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,hastinapuram,3.0,3.0,3,Relatively New,1500.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,3.0,2,Relatively New,1975.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,kukatpally,3.0,3.0,2,Relatively New,1592.0,0.0,0.0,0.0,Medium,unfurnished,High Floor
flat,hi tech city,2.0,2.0,2,Relatively New,1279.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,uppal,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kukatpally,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kukatpally,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,3.0,3.0,1,Relatively New,1400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1085.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shapur nagar,3.0,3.0,1,Relatively New,1550.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,3.0,3.0,1,Relatively New,1550.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shapur nagar,3.0,3.0,1,Relatively New,1400.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1085.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kukatpally,2.0,2.0,1,Relatively New,1085.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1085.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1085.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1085.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,shapur nagar,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,nallagandla,3.0,3.0,1,Old Property,1515.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,financial district,3.0,3.0,2,New Property,2780.0,1.0,0.0,1.0,Low,unfurnished,High Floor
flat,nanakramguda,3.0,3.0,3,Relatively New,1925.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,financial district,2.0,2.0,1,Relatively New,1275.0,1.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,3.0,3.0,3,New Property,2160.0,1.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,kondapur,3.0,3.0,2,New Property,2160.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,financial district,2.0,2.0,2,New Property,1275.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,jubilee hills,4.0,5.0,2,New Property,3820.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
flat,bandam kommu,3.0,3.0,1,New Property,1665.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1283.0,0.0,0.0,0.0,High,unfurnished,High Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1993.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,New Property,1742.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,kondapur,4.0,5.0,1,Relatively New,3285.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,4.0,5.0,1,Relatively New,3280.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,4.0,5.0,1,Relatively New,3285.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,3.0,3.0,1,Relatively New,2215.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,4.0,5.0,1,Relatively New,3980.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,3.0,3.0,1,Relatively New,2220.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2030.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1283.0,0.0,0.0,0.0,High,unfurnished,High Floor
flat,khajaguda,2.0,2.0,1,Relatively New,1060.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nanakramguda,3.0,4.0,2,Relatively New,3255.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,financial district,3.0,3.0,2,Relatively New,1800.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,kondapur,4.0,4.0,2,Relatively New,4320.0,0.0,1.0,0.0,Medium,unfurnished,Low Floor
flat,nallagandla,3.0,3.0,1,Relatively New,2060.0,0.0,0.0,1.0,High,semifurnished,High Floor
flat,pjr layout,3.0,3.0,1,Relatively New,1500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,3.0,3.0,1,Relatively New,2200.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,osman nagar,3.0,3.0,1,Relatively New,1840.0,1.0,0.0,1.0,Low,unfurnished,High Floor
flat,rajendra nagar,3.0,2.0,1,New Property,1047.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,rajendra nagar,3.0,2.0,1,New Property,1047.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2040.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1930.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2250.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2185.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2260.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,osman nagar,2.0,2.0,2,Relatively New,874.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2065.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2170.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,2350.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,1,Relatively New,1091.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1960.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1235.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1230.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1235.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1235.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1230.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1235.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1230.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,2.0,2.0,1,Relatively New,1235.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gajulramaram,3.0,3.0,1,Relatively New,1569.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gajulramaram,3.0,3.0,1,Relatively New,1569.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kapra,2.0,2.0,1,New Property,1130.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,gundlapochampalli,2.0,2.0,2,Relatively New,1200.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,gundlapochampalli,2.0,2.0,2,Relatively New,1200.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,gundlapochampalli,2.0,2.0,1,Relatively New,1200.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,gundlapochampalli,2.0,2.0,1,Relatively New,1200.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kachiguda,2.0,2.0,1,Old Property,1195.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,kachiguda,3.0,2.0,2,Old Property,1350.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,banjara hills,3.0,3.0,2,Old Property,2461.0,0.0,1.0,0.0,Medium,unfurnished,Low Floor
flat,kondapur,3.0,3.0,1,Relatively New,1661.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,1600.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,financial district,3.0,3.0,2,Relatively New,1850.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,nanakramguda,3.0,3.0,2,Relatively New,1950.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,madhapur,5.0,7.0,4,Moderately Old,4374.0,0.0,1.0,1.0,Medium,semifurnished,High Floor
flat,hi tech city,4.0,4.0,2,Relatively New,4094.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
flat,hi tech city,4.0,6.0,2,Relatively New,3704.0,0.0,1.0,1.0,Medium,unfurnished,Mid Floor
flat,kothaguda,4.0,3.0,4,Relatively New,3221.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,hi tech city,3.0,3.0,3,Relatively New,1890.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,peeramcheru,3.0,3.0,1,Relatively New,1500.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,malkajgiri,2.0,2.0,1,New Property,1330.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,shaikpet,3.0,3.0,1,New Property,1700.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,shaikpet,3.0,3.0,1,Relatively New,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,shaikpet,3.0,3.0,1,Relatively New,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,muthangi,2.0,2.0,1,Relatively New,1150.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hyder nagar,3.0,3.0,1,Relatively New,1610.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,4.0,4.0,2,Relatively New,2780.0,1.0,1.0,1.0,Low,unfurnished,High Floor
flat,sainikpuri,3.0,3.0,2,New Property,2350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,shaikpet,4.0,4.0,3,New Property,3780.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,jubilee hills,3.0,3.0,1,Moderately Old,1575.0,1.0,0.0,1.0,Low,semifurnished,High Floor
