property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category
flat,pjr layout,3.0,2.0,1,Moderately Old,1447.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,begumpet,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kukatpally,2.0,2.0,1,Old Property,900.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,1,Relatively New,1046.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1283.0,0.0,0.0,0.0,High,unfurnished,Mid Floor
flat,pocharam,3.0,3.0,1,Relatively New,1072.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,autonagar,3.0,3.0,2,Moderately Old,1700.0,0.0,0.0,0.0,High,unfurnished,Low Floor
flat,financial district,3.0,3.0,2,Relatively New,2198.0,1.0,1.0,1.0,Low,semifurnished,Mid Floor
flat,khajaguda,2.0,2.0,1,Relatively New,1083.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,gajulramaram,2.0,2.0,1,New Property,1225.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
flat,gajulramaram,3.0,3.0,1,New Property,1525.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,1,New Property,1750.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,gachibowli,4.0,4.0,2,Moderately Old,3900.0,1.0,1.0,1.0,Low,unfurnished,High Floor
flat,gachibowli,4.0,4.0,3,Relatively New,2500.0,0.0,1.0,1.0,High,unfurnished,High Floor
flat,gajulramaram,2.0,2.0,1,New Property,1090.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,langer house,3.0,2.0,1,Relatively New,1365.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,peeranchuruvu,3.0,2.0,1,Relatively New,1360.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1400.0,1.0,0.0,1.0,Low,unfurnished,High Floor
flat,hi tech city,3.0,3.0,2,Moderately Old,3180.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,2.0,2.0,2,New Property,1371.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,2,New Property,2055.0,0.0,0.0,0.0,Medium,unfurnished,High Floor
flat,sainikpuri,2.0,2.0,2,Moderately Old,1050.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,appa junction,2.0,2.0,1,Moderately Old,1030.0,1.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,financial district,3.0,3.0,2,Relatively New,1700.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Old Property,2150.0,1.0,0.0,1.0,Low,semifurnished,Mid Floor
flat,tellapur,2.0,2.0,2,Relatively New,1125.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,tellapur,2.0,2.0,2,Relatively New,1212.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,2,Relatively New,1275.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bn reddy nagar,2.0,2.0,2,Relatively New,1188.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,gachibowli,4.0,4.0,3,Relatively New,2500.0,0.0,1.0,1.0,High,unfurnished,Mid Floor
flat,narsingi,4.0,4.0,2,Relatively New,2630.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,4.0,1,Relatively New,2540.0,1.0,1.0,1.0,Low,unfurnished,High Floor
flat,financial district,3.0,3.0,2,Relatively New,2014.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,kondapur,2.0,2.0,1,New Property,1225.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2350.0,1.0,0.0,1.0,Low,unfurnished,High Floor
flat,patancheru,2.0,2.0,1,New Property,1070.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,narsingi,3.0,3.0,3,New Property,2484.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,narsingi,2.0,2.0,1,New Property,1397.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,4.0,5.0,2,Moderately Old,3160.0,0.0,0.0,0.0,Low,semifurnished,Mid Floor
flat,dilsukh nagar,3.0,3.0,1,Relatively New,2810.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,dilsukh nagar,3.0,3.0,1,Relatively New,2000.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,dilsukh nagar,3.0,3.0,1,Relatively New,1740.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,dilsukh nagar,3.0,3.0,1,Relatively New,1675.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,janachaitanya colony,3.0,3.0,1,New Property,1550.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,nallagandla,2.0,2.0,1,New Property,1275.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,chandanagar,3.0,3.0,2,New Property,1505.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,kukatpally,3.0,3.0,2,Relatively New,2259.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,aminpur,2.0,2.0,2,New Property,1200.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,aminpur,3.0,3.0,2,New Property,1450.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,aminpur,3.0,3.0,2,New Property,1475.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,miyapur,3.0,3.0,2,New Property,1650.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,kukatpally,3.0,2.0,1,Relatively New,1450.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kukatpally,3.0,2.0,1,Relatively New,1450.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,1,New Property,2070.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,New Property,2290.0,0.0,1.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,2470.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2000.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1720.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,tellapur,2.0,2.0,2,Relatively New,1305.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2060.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2710.0,1.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,2475.0,1.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,1840.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1720.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Relatively New,1340.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,1505.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,peeramcheru,3.0,2.0,1,Relatively New,1365.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,1,Relatively New,1630.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,bachupally,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bachupally,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,bachupally,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,1,Relatively New,1165.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,3.0,1,Relatively New,1495.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,3.0,1,Relatively New,1295.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,2,New Property,2300.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,gachibowli,3.0,3.0,2,Relatively New,1740.0,1.0,0.0,1.0,Low,semifurnished,High Floor
flat,narsingi,3.0,3.0,1,New Property,1535.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kokapet,3.0,3.0,3,Relatively New,2170.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kompally,2.0,2.0,1,New Property,1200.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Moderately Old,2018.0,0.0,0.0,1.0,Low,semifurnished,High Floor
flat,financial district,3.0,3.0,1,Moderately Old,2087.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,3.0,2,Moderately Old,3180.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1740.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,gachibowli,3.0,3.0,3,Old Property,2410.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,nanakramguda,3.0,3.0,1,Old Property,2545.0,0.0,1.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,2.0,2.0,1,Relatively New,1314.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,narsingi,3.0,3.0,3,Relatively New,2055.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,narsingi,3.0,3.0,3,Relatively New,2055.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1875.0,0.0,0.0,1.0,Low,semifurnished,High Floor
flat,gachibowli,3.0,3.0,1,Moderately Old,2040.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,narsingi,4.0,5.0,4,New Property,4960.0,0.0,1.0,1.0,High,unfurnished,Low Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1283.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1492.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,miyapur,2.0,2.0,1,Old Property,1275.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,pjr layout,2.0,2.0,1,Relatively New,1275.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,suchitra,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,suchitra,2.0,2.0,1,Relatively New,1174.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,suchitra,2.0,2.0,1,Relatively New,1174.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,1,Relatively New,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kokapet,3.0,3.0,3,Relatively New,1880.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,kokapet,2.0,2.0,2,Relatively New,1310.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,hayathnagar,3.0,3.0,3,Relatively New,1504.0,1.0,0.0,1.0,High,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,3,Relatively New,2250.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,3,Relatively New,2200.0,1.0,1.0,1.0,High,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,3,Relatively New,1870.0,1.0,0.0,1.0,High,unfurnished,Mid Floor
flat,kondapur,4.0,4.0,4,Relatively New,2860.0,1.0,1.0,1.0,High,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,3,Relatively New,1890.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
flat,patancheruvu,2.0,2.0,1,Relatively New,1091.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,patancheruvu,2.0,2.0,1,Relatively New,1046.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,patancheruvu,3.0,3.0,3,Relatively New,1542.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,patancheruvu,3.0,3.0,3,Relatively New,1577.0,0.0,1.0,0.0,Medium,unfurnished,Mid Floor
flat,patancheruvu,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1600.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1700.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,gachibowli,3.0,3.0,2,Relatively New,1600.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1700.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,gachibowli,4.0,4.0,2,Relatively New,2200.0,0.0,0.0,1.0,High,semifurnished,High Floor
flat,financial district,3.0,3.0,2,Relatively New,1800.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,hi tech city,3.0,3.0,2,Moderately Old,3180.0,0.0,0.0,1.0,Medium,semifurnished,High Floor
flat,krishna reddy pet,2.0,2.0,1,New Property,1230.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,krishna reddy pet,2.0,2.0,1,New Property,1070.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,4.0,4.0,3,New Property,2848.0,0.0,1.0,1.0,High,unfurnished,Mid Floor
flat,film nagar,4.0,4.0,3,Relatively New,3300.0,1.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,2,Moderately Old,1110.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
flat,nagole,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,uppal,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nagole,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nagole,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nagole,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gandipet,2.0,2.0,1,Relatively New,1395.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,banjara hills,3.0,3.0,1,Moderately Old,3000.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,muppas panchavati colony,3.0,3.0,3,Relatively New,1865.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,muppas panchavati colony,3.0,3.0,3,Relatively New,1850.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,alkapoor township,3.0,3.0,2,Relatively New,1750.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,muppas panchavati colony,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,muppas panchavati colony,2.0,2.0,2,Relatively New,1250.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,1835.0,0.0,0.0,1.0,Medium,unfurnished,High Floor
flat,neknampur,2.0,2.0,2,Relatively New,1200.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,gachibowli,4.0,4.0,2,Relatively New,2500.0,0.0,1.0,1.0,High,unfurnished,High Floor
flat,kondapur,2.0,2.0,1,Relatively New,980.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,2,Old Property,1500.0,0.0,0.0,0.0,High,semifurnished,Low Floor
flat,hafeezpet,2.0,2.0,1,New Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hafeezpet,2.0,2.0,1,New Property,1287.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hafeezpet,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,hafeezpet,2.0,2.0,1,Relatively New,1039.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,hafeezpet,2.0,2.0,1,Relatively New,1127.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,hafeezpet,2.0,2.0,1,Relatively New,1238.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,hafeezpet,3.0,3.0,1,Relatively New,1819.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,isnapur,3.0,3.0,1,Relatively New,1428.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,isnapur,3.0,3.0,1,Relatively New,1273.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,1,Relatively New,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,aminpur,3.0,3.0,2,Relatively New,1555.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,1,Relatively New,1265.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,aminpur,3.0,3.0,1,Relatively New,1420.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,1,Relatively New,1065.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,3.0,3.0,1,Relatively New,1500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,aminpur,3.0,3.0,1,Relatively New,1575.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,tellapur,2.0,2.0,1,Relatively New,1305.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,tellapur,2.0,2.0,1,Relatively New,1121.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,aminpur,2.0,2.0,1,Relatively New,1110.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,nizampet,2.0,2.0,1,Relatively New,1190.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,1,Relatively New,1275.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,1,Relatively New,1155.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,miyapur,3.0,3.0,1,Relatively New,1525.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,2.0,2.0,2,New Property,1160.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,hi tech city,3.0,3.0,1,Relatively New,2595.0,0.0,0.0,1.0,Low,semifurnished,High Floor
flat,bachupally,3.0,3.0,2,New Property,1200.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,appa junction,3.0,3.0,2,Relatively New,1660.0,0.0,0.0,1.0,High,unfurnished,Mid Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1970.0,0.0,0.0,1.0,High,semifurnished,Mid Floor
flat,banjara hills,3.0,3.0,2,Relatively New,2745.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,kompally,2.0,2.0,2,Relatively New,1225.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,isnapur,2.0,2.0,2,Relatively New,1215.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,patancheruvu,3.0,3.0,2,Relatively New,1350.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,patancheruvu,2.0,2.0,2,Relatively New,950.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,1,Relatively New,1155.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,nizampet,3.0,3.0,2,Relatively New,1415.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nizampet,2.0,2.0,1,Relatively New,1190.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,bachupally,3.0,3.0,2,Relatively New,1295.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,panjagutta,3.0,3.0,2,Relatively New,2323.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,panjagutta,3.0,3.0,2,Relatively New,2255.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1150.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,gachibowli,4.0,4.0,2,Relatively New,3500.0,1.0,1.0,1.0,Low,unfurnished,High Floor
flat,gachibowli,4.0,4.0,2,Relatively New,3900.0,1.0,1.0,1.0,High,unfurnished,High Floor
flat,hi tech city,3.0,3.0,2,Relatively New,2450.0,0.0,0.0,1.0,High,unfurnished,High Floor
flat,uppal,3.0,3.0,2,Relatively New,2300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,1.0,High,unfurnished,Low Floor
flat,gachibowli,4.0,4.0,3,Relatively New,2500.0,0.0,1.0,1.0,High,unfurnished,High Floor
flat,nanakramguda,3.0,3.0,1,Moderately Old,1450.0,0.0,0.0,1.0,High,unfurnished,High Floor
flat,gachibowli,2.0,2.0,1,Moderately Old,1050.0,0.0,0.0,1.0,High,unfurnished,Low Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1550.0,0.0,0.0,1.0,High,unfurnished,High Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,1.0,High,unfurnished,Low Floor
flat,gachibowli,4.0,4.0,3,Relatively New,2500.0,0.0,1.0,1.0,High,unfurnished,High Floor
flat,gachibowli,4.0,4.0,3,Moderately Old,2300.0,0.0,1.0,1.0,Low,unfurnished,High Floor
flat,kokapet,3.0,2.0,1,Relatively New,1517.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kokapet,3.0,2.0,1,Relatively New,1516.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,gachibowli,2.0,2.0,1,Relatively New,1050.0,0.0,0.0,1.0,High,unfurnished,High Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1500.0,0.0,0.0,0.0,High,unfurnished,High Floor
flat,kokapet,3.0,2.0,1,Relatively New,1518.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kokapet,2.0,2.0,1,Relatively New,1515.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kokapet,3.0,2.0,1,Relatively New,1515.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,gachibowli,4.0,4.0,2,Relatively New,3800.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
flat,kothaguda,3.0,3.0,2,Relatively New,2000.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,puppalaguda,3.0,3.0,1,Relatively New,1834.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,1233.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,1367.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,1580.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,patancheru,2.0,2.0,2,New Property,1220.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,patancheru,2.0,2.0,2,New Property,1220.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,2,New Property,1220.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,banjara hills,4.0,4.0,2,Moderately Old,3950.0,0.0,1.0,0.0,Medium,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,2,New Property,1070.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,patancheru,2.0,2.0,2,New Property,1070.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
flat,banjara hills,4.0,4.0,2,Relatively New,4287.0,1.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,banjara hills,3.0,3.0,2,Relatively New,3120.0,1.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,banjara hills,3.0,3.0,2,Relatively New,2422.0,1.0,0.0,0.0,Medium,unfurnished,Low Floor
flat,patancheru,2.0,2.0,1,New Property,1070.0,0.0,0.0,1.0,Medium,unfurnished,Low Floor
flat,patancheru,2.0,2.0,1,New Property,1070.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,1,New Property,1070.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,patancheruvu,2.0,2.0,2,Relatively New,1220.0,0.0,0.0,0.0,Medium,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,2,Relatively New,1220.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,patancheru,2.0,2.0,2,Relatively New,1220.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,2,Relatively New,1220.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,patancheru,2.0,2.0,2,Relatively New,1220.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,gachibowli,3.0,3.0,1,Relatively New,1886.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,1,Relatively New,2355.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,2.0,2.0,2,Relatively New,1440.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,osmannagar,3.0,3.0,2,Relatively New,2083.0,0.0,0.0,1.0,Medium,unfurnished,Mid Floor
flat,kukatpally,3.0,3.0,2,Relatively New,1740.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,3.0,3.0,2,Relatively New,2455.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
flat,hi tech city,3.0,3.0,1,Relatively New,1550.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,nallagandla,3.0,3.0,1,Relatively New,1875.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,nallagandla,4.0,4.0,1,Relatively New,2660.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,2,Relatively New,1375.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,3.0,2.0,1,Relatively New,1510.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
flat,nallagandla,2.0,2.0,1,Relatively New,1275.0,0.0,0.0,1.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,1719.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
flat,kondapur,2.0,2.0,1,Relatively New,1155.0,0.0,0.0,0.0,Low,unfurnished,High Floor
flat,kondapur,3.0,3.0,2,Relatively New,1676.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
