property_type,sectors,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,pooja room,furnish_type,luxury_category,floor_category
flat,appa junction,2.0,2.0,1.0,New Property,1392.0,0.0,0.0,semifurnished,Low,High Floor
flat,kushaiguda,3.0,3.0,1.0,New Property,1450.0,0.0,0.0,unfurnished,Low,Low Floor
flat,narsingi,2.0,2.0,1.0,New Property,1397.0,0.0,0.0,furnished,Low,High Floor
flat,rampally,2.0,2.0,1.0,New Property,1220.0,0.0,0.0,unfurnished,Low,Low Floor
flat,chandanagar,2.0,2.0,2.0,New Property,1200.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,tellapur,3.0,3.0,3.0,New Property,2320.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,1855.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,financial district,3.0,3.0,1.0,Relatively New,1198.0,0.0,0.0,furnished,Low,High Floor
flat,rampally,2.0,2.0,1.0,New Property,1220.0,0.0,1.0,unfurnished,Low,Low Floor
flat,goutham nagar,2.0,2.0,1.0,Moderately Old,1200.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kapra,3.0,3.0,3.0,New Property,2600.0,0.0,1.0,unfurnished,Low,Low Floor
flat,hi tech city,3.0,3.0,1.0,New Property,1600.0,0.0,0.0,unfurnished,Low,High Floor
flat,hi tech city,3.0,4.0,2.0,New Property,2230.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hi tech city,3.0,4.0,1.0,New Property,2220.0,0.0,1.0,unfurnished,Low,High Floor
flat,hi tech city,3.0,3.0,1.0,New Property,1550.0,0.0,0.0,unfurnished,Low,High Floor
flat,hi tech city,2.0,2.0,1.0,New Property,1160.0,0.0,1.0,unfurnished,Low,High Floor
flat,madhapur,3.0,3.0,1.0,Relatively New,1663.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,hi tech city,3.0,4.0,2.0,New Property,2230.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hi tech city,3.0,3.0,2.0,New Property,2230.0,0.0,1.0,unfurnished,Low,High Floor
flat,mallampet,2.0,2.0,2.0,New Property,1145.0,1.0,1.0,furnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,New Property,1610.0,0.0,1.0,semifurnished,High,High Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,1834.0,0.0,1.0,semifurnished,Low,High Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,1700.0,0.0,1.0,semifurnished,Low,High Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2045.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,4.0,4.0,2.0,Relatively New,3050.0,1.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,1870.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,2290.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,2300.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2280.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,3.0,Moderately Old,2671.0,0.0,1.0,semifurnished,Low,High Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,2959.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2185.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2185.0,0.0,1.0,semifurnished,Low,Low Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,1870.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2300.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,whitefield,4.0,5.0,2.0,New Property,2860.0,1.0,1.0,unfurnished,Low,Low Floor
flat,kondapur,2.0,2.0,1.0,New Property,1385.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,2.0,2.0,1.0,Relatively New,1106.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kondapur,2.0,2.0,1.0,Relatively New,1105.0,0.0,0.0,unfurnished,Low,Low Floor
flat,miyapur,2.0,2.0,1.0,Relatively New,1385.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,2.0,2.0,Relatively New,2350.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,2100.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,puppalaguda,3.0,2.0,2.0,Relatively New,2215.0,0.0,0.0,unfurnished,Low,High Floor
flat,puppalaguda,3.0,2.0,1.0,Relatively New,2350.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2170.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,2.0,2.0,Relatively New,2065.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,2.0,2.0,Relatively New,2215.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2300.0,0.0,0.0,unfurnished,Low,High Floor
flat,puppalaguda,3.0,2.0,2.0,Relatively New,2350.0,0.0,0.0,unfurnished,Low,High Floor
flat,puppalaguda,3.0,2.0,1.0,Relatively New,2215.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,2.0,2.0,Relatively New,2065.0,0.0,0.0,unfurnished,Low,High Floor
flat,kondapur,2.0,2.0,1.0,Relatively New,1385.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,narsingi,2.0,2.0,1.0,Relatively New,1300.0,1.0,1.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2215.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2350.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,2170.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2300.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2065.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,2065.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2100.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,2170.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,2.0,1.0,Relatively New,2100.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,serlingampally,3.0,3.0,2.0,Relatively New,1629.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,2.0,Relatively New,2170.0,0.0,0.0,unfurnished,Low,High Floor
flat,konda nagar,2.0,2.0,2.0,Relatively New,1304.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,2.0,2.0,1.0,Relatively New,1385.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,serlingampally,2.0,2.0,1.0,Relatively New,1302.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,serlingampally,3.0,3.0,2.0,Relatively New,1628.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,serlingampally,3.0,3.0,2.0,Relatively New,1815.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,serlingampally,3.0,3.0,2.0,Relatively New,1816.0,0.0,0.0,unfurnished,Low,Low Floor
flat,jubilee hills,3.0,3.0,1.0,New Property,2275.0,1.0,1.0,unfurnished,Low,Mid Floor
flat,narsingi,3.0,3.0,1.0,New Property,1535.0,0.0,0.0,unfurnished,Medium,High Floor
flat,nanakramguda,3.0,3.0,2.0,New Property,2750.0,1.0,1.0,unfurnished,Low,Mid Floor
flat,sd road,3.0,3.0,2.0,Moderately Old,1500.0,0.0,1.0,semifurnished,Low,Low Floor
flat,madhapur,3.0,3.0,2.0,New Property,1675.0,0.0,1.0,unfurnished,Low,Low Floor
flat,chandanagar,3.0,3.0,2.0,Relatively New,1440.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,chandanagar,2.0,2.0,1.0,Relatively New,1026.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,shaikpet,3.0,3.0,2.0,Moderately Old,1600.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,gachibowli,2.0,2.0,2.0,Relatively New,1492.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,gachibowli,3.0,3.0,2.0,Relatively New,1993.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,gachibowli,2.0,2.0,1.0,Relatively New,1283.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,gachibowli,3.0,3.0,2.0,Relatively New,1834.0,0.0,1.0,semifurnished,Low,High Floor
flat,nallagandla,3.0,3.0,2.0,Moderately Old,1800.0,0.0,0.0,semifurnished,Medium,Low Floor
flat,hastinapuram,3.0,3.0,3.0,Relatively New,1500.0,1.0,1.0,unfurnished,Low,Mid Floor
flat,rn reddy colony,2.0,2.0,2.0,Relatively New,1100.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,hi tech city,3.0,3.0,2.0,Relatively New,1975.0,0.0,0.0,semifurnished,Medium,Mid Floor
flat,kukatpally,3.0,3.0,2.0,Relatively New,1592.0,0.0,0.0,unfurnished,Medium,High Floor
flat,hi tech city,2.0,2.0,2.0,Relatively New,1279.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1200.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kukatpally,2.0,2.0,1.0,Relatively New,1200.0,0.0,0.0,unfurnished,Low,Low Floor
flat,madhav purram,2.0,2.0,1.0,Relatively New,1200.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1200.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kukatpally,2.0,2.0,1.0,Relatively New,1200.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1050.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,3.0,3.0,1.0,Relatively New,1400.0,0.0,0.0,unfurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1050.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1085.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shapur nagar,3.0,3.0,1.0,Relatively New,1550.0,0.0,0.0,unfurnished,Low,Low Floor
flat,gajulramaram,3.0,3.0,1.0,Relatively New,1550.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shapur nagar,3.0,3.0,1.0,Relatively New,1400.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1085.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kukatpally,2.0,2.0,1.0,Relatively New,1085.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1085.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1085.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1050.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1085.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shapur nagar,2.0,2.0,1.0,Relatively New,1050.0,0.0,0.0,unfurnished,Low,Low Floor
flat,nallagandla,3.0,3.0,1.0,Old Property,1515.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,financial district,3.0,3.0,2.0,New Property,2780.0,0.0,1.0,unfurnished,Low,High Floor
flat,nanakramguda,3.0,3.0,3.0,Relatively New,1925.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,financial district,2.0,2.0,1.0,Relatively New,1275.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kondapur,3.0,3.0,3.0,New Property,2160.0,0.0,1.0,unfurnished,Medium,Low Floor
flat,camelot layout,3.0,3.0,2.0,New Property,2160.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,financial district,2.0,2.0,2.0,New Property,1275.0,0.0,1.0,unfurnished,Low,Low Floor
flat,jubilee hills,4.0,5.0,2.0,New Property,3820.0,1.0,1.0,unfurnished,Low,Low Floor
flat,bandam kommu,3.0,3.0,1.0,New Property,1665.0,0.0,1.0,unfurnished,Low,Low Floor
flat,gachibowli,2.0,2.0,1.0,Relatively New,1283.0,0.0,0.0,unfurnished,High,High Floor
flat,gachibowli,3.0,3.0,1.0,Relatively New,1993.0,0.0,0.0,unfurnished,High,Mid Floor
flat,gachibowli,3.0,3.0,1.0,New Property,1742.0,0.0,0.0,unfurnished,High,Mid Floor
flat,kondapur,4.0,5.0,1.0,Relatively New,3285.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kondapur,4.0,5.0,1.0,Relatively New,3280.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2215.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,4.0,5.0,1.0,Relatively New,3980.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2220.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2030.0,0.0,0.0,unfurnished,Low,High Floor
flat,gachibowli,2.0,2.0,1.0,Relatively New,1283.0,0.0,0.0,unfurnished,High,High Floor
flat,khajaguda,2.0,2.0,1.0,Relatively New,1060.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,nanakramguda,3.0,4.0,2.0,Relatively New,3255.0,1.0,1.0,unfurnished,Low,Mid Floor
flat,financial district,3.0,3.0,2.0,Relatively New,1800.0,0.0,1.0,unfurnished,High,Mid Floor
flat,kondapur,4.0,4.0,2.0,Relatively New,4320.0,1.0,0.0,unfurnished,Medium,Low Floor
flat,nallagandla,3.0,3.0,1.0,Relatively New,2060.0,0.0,1.0,furnished,High,High Floor
flat,pjr layout,3.0,3.0,1.0,Relatively New,1500.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2200.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,osman nagar,3.0,3.0,1.0,Relatively New,1840.0,0.0,1.0,unfurnished,Low,High Floor
flat,rajendra nagar,3.0,2.0,1.0,New Property,1047.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,rajendra nagar,3.0,2.0,1.0,New Property,1047.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,2040.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,1930.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,2250.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,2185.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,2.0,Relatively New,2260.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,osman nagar,2.0,2.0,2.0,Relatively New,874.0,0.0,1.0,unfurnished,High,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,Relatively New,2350.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,patancheru,2.0,2.0,1.0,Relatively New,1091.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,nallagandla,3.0,3.0,1.0,Relatively New,1960.0,0.0,1.0,unfurnished,Low,High Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1235.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1230.0,0.0,0.0,unfurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1235.0,0.0,1.0,unfurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1230.0,0.0,0.0,unfurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1235.0,0.0,0.0,unfurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,Relatively New,1235.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gajulramaram,3.0,3.0,1.0,Relatively New,1569.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kapra,2.0,2.0,1.0,New Property,1130.0,0.0,1.0,unfurnished,Low,Low Floor
flat,gundlapochampalli,2.0,2.0,2.0,Relatively New,1200.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,hyderabad,2.0,2.0,2.0,Relatively New,1200.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,hyderabad,2.0,2.0,1.0,Relatively New,1200.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,gundlapochampalli,2.0,2.0,1.0,Relatively New,1200.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kachiguda,2.0,2.0,1.0,Old Property,1195.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,kachiguda,3.0,2.0,2.0,Old Property,1350.0,0.0,0.0,semifurnished,Medium,Low Floor
flat,banjara hills,3.0,3.0,2.0,Old Property,2461.0,1.0,0.0,semifurnished,Medium,Low Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,1661.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,1600.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,financial district,3.0,3.0,2.0,Relatively New,1850.0,0.0,1.0,semifurnished,Medium,High Floor
flat,nanakramguda,3.0,3.0,2.0,Relatively New,1950.0,0.0,1.0,unfurnished,Medium,Low Floor
flat,madhapur,5.0,7.0,4.0,Moderately Old,4374.0,1.0,1.0,furnished,Medium,High Floor
flat,hi tech city,4.0,4.0,2.0,Relatively New,4094.0,1.0,1.0,unfurnished,Medium,Low Floor
flat,hi tech city,4.0,6.0,2.0,Relatively New,3704.0,1.0,1.0,unfurnished,Medium,Mid Floor
flat,kothaguda,4.0,3.0,4.0,Relatively New,3221.0,0.0,0.0,unfurnished,Low,High Floor
flat,hi tech city,3.0,3.0,3.0,Relatively New,1890.0,0.0,1.0,semifurnished,Medium,Low Floor
flat,peeramcheru,3.0,3.0,1.0,Relatively New,1500.0,0.0,1.0,semifurnished,Medium,Low Floor
flat,malkajgiri,2.0,2.0,1.0,New Property,1330.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,shaikpet,3.0,3.0,1.0,New Property,1700.0,0.0,0.0,unfurnished,Low,High Floor
flat,shaikpet,3.0,3.0,1.0,Relatively New,4000.0,0.0,0.0,unfurnished,Low,Low Floor
flat,muthangi,2.0,2.0,1.0,Relatively New,1150.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hyder nagar,3.0,3.0,1.0,Relatively New,1610.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,nallagandla,4.0,4.0,2.0,Relatively New,2780.0,1.0,1.0,unfurnished,Low,High Floor
flat,sainikpuri,3.0,3.0,2.0,New Property,2350.0,0.0,1.0,unfurnished,Low,Low Floor
flat,shaikpet,4.0,4.0,3.0,New Property,3780.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,pragathi nagar,2.0,2.0,1.0,Relatively New,1100.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,jubilee hills,3.0,3.0,1.0,Moderately Old,1575.0,0.0,1.0,unfurnished,Low,High Floor
flat,medipally,3.0,3.0,2.0,New Property,1400.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kollur,3.0,3.0,2.0,Under Construction,2000.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,mallampet,2.0,2.0,2.0,Relatively New,25.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,hi tech city,3.0,2.0,2.0,New Property,1431.0,0.0,0.0,unfurnished,Low,High Floor
flat,kukatpally,2.0,2.0,2.0,New Property,1200.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,meerpet,2.0,2.0,2.0,Moderately Old,1150.0,0.0,0.0,unfurnished,Low,Low Floor
flat,adibatla,3.0,3.0,2.0,Under Construction,1490.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,chikkadapally,3.0,3.0,1.0,New Property,2100.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,chandanagar,3.0,2.0,1.0,New Property,1520.0,0.0,1.0,semifurnished,Low,Low Floor
flat,chintal,2.0,2.0,3.0,Moderately Old,1050.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,harithavanam colony,3.0,2.0,2.0,Moderately Old,1480.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,mmts railway station lingampally,2.0,2.0,1.0,Moderately Old,942.0,0.0,0.0,semifurnished,Low,Low Floor
flat,uppal,2.0,2.0,1.0,Moderately Old,922.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,gajulramaram,2.0,2.0,2.0,Moderately Old,1100.0,0.0,0.0,furnished,Low,Low Floor
flat,rajendra nagar,2.0,2.0,1.0,New Property,1047.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,bolarum,3.0,2.0,1.0,Moderately Old,1380.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,padmasri hills,2.0,2.0,2.0,Relatively New,1120.0,0.0,1.0,furnished,Low,Low Floor
flat,kandlakoya,2.0,2.0,1.0,New Property,956.0,0.0,0.0,unfurnished,Low,Low Floor
flat,rajendra nagar,1.0,1.0,1.0,New Property,593.0,0.0,0.0,semifurnished,Low,Low Floor
flat,miyapur,2.0,2.0,1.0,Under Construction,918.0,0.0,0.0,unfurnished,Low,High Floor
flat,manikonda,2.0,2.0,1.0,Moderately Old,860.0,0.0,0.0,semifurnished,Low,Low Floor
flat,hyderabad,2.0,2.0,1.0,Under Construction,950.0,0.0,0.0,unfurnished,Low,Low Floor
flat,nanakramguda,3.0,3.0,2.0,Relatively New,1875.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,sri raghavendra nagar colony,3.0,3.0,1.0,New Property,1575.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,nallagandla,3.0,2.0,2.0,New Property,1511.0,0.0,1.0,unfurnished,Medium,High Floor
flat,gachibowli,3.0,3.0,1.0,New Property,1700.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,moti nagar,2.0,2.0,1.0,Old Property,850.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kollur,3.0,2.0,2.0,Under Construction,2000.0,0.0,0.0,unfurnished,Medium,High Floor
flat,shamshabad,3.0,2.0,2.0,Moderately Old,1250.0,0.0,0.0,semifurnished,Low,Low Floor
flat,pjr layout,3.0,2.0,2.0,Old Property,1314.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,masjid banda,2.0,2.0,1.0,Relatively New,1290.0,0.0,0.0,semifurnished,Low,Low Floor
flat,tellapur,3.0,3.0,3.0,New Property,1524.0,0.0,0.0,unfurnished,Low,Low Floor
flat,chandragiri colony near dav school,2.0,2.0,1.0,Old Property,850.0,0.0,1.0,semifurnished,Low,Low Floor
flat,beeramguda,2.0,2.0,3.0,Old Property,1190.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,patancheru,2.0,2.0,2.0,Under Construction,1101.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,hyder nagar,3.0,3.0,2.0,Old Property,1449.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,pragathi nagar,2.0,2.0,2.0,Old Property,1160.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,tarnaka,1.0,2.0,2.0,Old Property,1100.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,manikonda,3.0,3.0,2.0,Relatively New,1574.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,vasantha nagar,3.0,3.0,2.0,Moderately Old,1547.0,0.0,1.0,furnished,Medium,Mid Floor
flat,ncb enclave,3.0,3.0,1.0,Moderately Old,1456.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,chandanagar,3.0,2.0,2.0,Relatively New,1495.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kapra,2.0,2.0,2.0,Moderately Old,750.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,mallampet,2.0,2.0,2.0,New Property,1220.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,miyapur,2.0,2.0,2.0,Moderately Old,1150.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,jntu,3.0,3.0,3.0,Under Construction,1605.0,1.0,1.0,unfurnished,Low,Mid Floor
flat,nizampet,3.0,3.0,1.0,Relatively New,1530.0,0.0,0.0,semifurnished,Medium,Low Floor
flat,kowkur,2.0,2.0,1.0,New Property,1100.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,madhapur,2.0,2.0,1.0,Relatively New,1165.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kompally,2.0,2.0,2.0,Moderately Old,1143.0,0.0,1.0,unfurnished,Low,Low Floor
flat,pocharam,3.0,3.0,2.0,Moderately Old,1455.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,puppalaguda,3.0,3.0,1.0,Under Construction,1950.0,0.0,1.0,semifurnished,Low,High Floor
flat,cooperative bank colony,2.0,2.0,1.0,Old Property,920.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,begumpet,2.0,2.0,1.0,Old Property,1100.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kondapur,2.0,2.0,2.0,Relatively New,1086.0,0.0,0.0,semifurnished,Low,Low Floor
flat,gandhi nagar,2.0,2.0,1.0,Old Property,1050.0,0.0,0.0,unfurnished,Low,Low Floor
flat,ameerpet,2.0,2.0,2.0,Old Property,825.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,badangpet,1.0,1.0,1.0,Moderately Old,476.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hi tech city,2.0,2.0,1.0,Relatively New,1210.0,0.0,1.0,unfurnished,Low,High Floor
flat,vayu sakthi nagar,2.0,2.0,2.0,Moderately Old,1050.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,bandlaguda jagir,2.0,2.0,2.0,Moderately Old,1200.0,0.0,0.0,semifurnished,Low,Low Floor
flat,narsingi,2.0,2.0,3.0,New Property,1370.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,nallagandla,3.0,3.0,2.0,Old Property,1896.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,nallagandla,3.0,3.0,1.0,Moderately Old,1500.0,0.0,0.0,semifurnished,High,Low Floor
flat,safilguda,2.0,2.0,1.0,Old Property,966.0,0.0,0.0,semifurnished,Low,Low Floor
flat,pragathi nagar,2.0,2.0,1.0,Under Construction,902.0,0.0,0.0,unfurnished,Medium,Low Floor
flat,pragathi nagar,2.0,2.0,2.0,Relatively New,950.0,0.0,1.0,semifurnished,Low,Low Floor
flat,appa junction,2.0,2.0,2.0,New Property,1295.0,0.0,0.0,unfurnished,Low,High Floor
flat,ramakrishna nagar,2.0,2.0,1.0,Relatively New,1107.0,0.0,0.0,unfurnished,Low,High Floor
flat,kondapur,2.0,2.0,1.0,New Property,1290.0,0.0,0.0,unfurnished,Low,Low Floor
