property_type,sectors,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,pooja room,furnish_type,luxury_category,floor_category
flat,tellapur,3.0,3.0,2.0,New Property,1731.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,badangpet,2.0,2.0,1.0,Moderately Old,1000.0,0.0,1.0,semifurnished,Low,Low Floor
flat,chandanagar,2.0,2.0,1.0,Moderately Old,1100.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,sri balaji layout,3.0,3.0,2.0,New Property,1540.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,mallapur,3.0,2.0,1.0,Old Property,1320.0,0.0,0.0,furnished,Low,Mid Floor
flat,mehdipatnam,2.0,2.0,1.0,Old Property,1260.0,0.0,0.0,semifurnished,Low,Low Floor
flat,hayathnagar,2.0,2.0,1.0,Relatively New,579.0,0.0,0.0,unfurnished,Low,Low Floor
flat,bandlaguda jagir,2.0,2.0,1.0,New Property,1145.0,0.0,0.0,unfurnished,Low,Low Floor
flat,new sayeedabad colony,2.0,2.0,0.0,New Property,1240.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,boduppal,2.0,2.0,2.0,Relatively New,1200.0,0.0,1.0,semifurnished,Medium,Low Floor
flat,seetharamnagar safilguda neredmet,1.0,1.0,1.0,Old Property,555.0,0.0,0.0,unfurnished,Low,Low Floor
flat,medipally,2.0,2.0,2.0,Old Property,1180.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kachiguda,3.0,2.0,2.0,Relatively New,1688.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,red hills,2.0,2.0,1.0,Relatively New,1230.0,0.0,0.0,semifurnished,Low,Low Floor
flat,padma rao nagar,2.0,2.0,1.0,Moderately Old,1200.0,0.0,1.0,furnished,Low,Mid Floor
flat,nizampet,2.0,2.0,2.0,Relatively New,1515.0,0.0,0.0,unfurnished,Low,Low Floor
flat,masab tank,3.0,3.0,1.0,Relatively New,1675.0,0.0,0.0,semifurnished,Low,Low Floor
flat,jeedimetla,3.0,2.0,2.0,Relatively New,1260.0,0.0,0.0,unfurnished,Low,Low Floor
flat,dammaiguda,2.0,2.0,1.0,Relatively New,950.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hafeezpet,3.0,3.0,2.0,Moderately Old,1420.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,padmasri hills,3.0,3.0,2.0,New Property,1596.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,panjagutta,3.0,3.0,1.0,Relatively New,1575.0,0.0,1.0,unfurnished,Medium,Low Floor
flat,kapra,3.0,3.0,1.0,New Property,1480.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,jayabheri park,2.0,2.0,1.0,Old Property,950.0,0.0,0.0,semifurnished,Low,Low Floor
flat,uppal,2.0,2.0,1.0,Old Property,850.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,old alwal,2.0,2.0,2.0,Relatively New,1100.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,aminpur,3.0,2.0,1.0,New Property,1039.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,mallapur,3.0,2.0,1.0,New Property,1450.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,tarnaka,3.0,2.0,1.0,Under Construction,1400.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kistareddypet,2.0,2.0,2.0,Moderately Old,1200.0,0.0,0.0,semifurnished,Low,Low Floor
flat,manchirevula,3.0,3.0,3.0,New Property,1750.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,janapriya nagar,3.0,2.0,2.0,Moderately Old,1490.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gachibowli,3.0,3.0,2.0,Moderately Old,1715.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,bachupally,2.0,2.0,1.0,Relatively New,1150.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kakatiya hills,2.0,2.0,2.0,New Property,1115.0,0.0,0.0,semifurnished,Low,Low Floor
flat,miyapur,2.0,2.0,1.0,Moderately Old,1200.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,langer house,3.0,3.0,2.0,Moderately Old,1550.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,vengalarao nagar,3.0,3.0,2.0,Moderately Old,1565.0,0.0,0.0,semifurnished,Low,Low Floor
flat,bandlaguda jagir,3.0,2.0,2.0,New Property,1500.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,charminar,2.0,2.0,2.0,Moderately Old,1220.0,0.0,0.0,semifurnished,Medium,Mid Floor
flat,bowrampet,3.0,2.0,1.0,Relatively New,1400.0,0.0,0.0,unfurnished,Low,Low Floor
flat,osman nagar,3.0,2.0,1.0,New Property,1400.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kompally,3.0,2.0,2.0,Moderately Old,1375.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,2.0,Moderately Old,1612.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,shaikpet,3.0,3.0,2.0,New Property,2876.0,1.0,1.0,semifurnished,Low,High Floor
flat,begumpet,1.0,1.0,4.0,Moderately Old,450.0,0.0,0.0,unfurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,New Property,1085.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kanajiguda,2.0,2.0,2.0,Relatively New,1350.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kompally,2.0,2.0,2.0,Moderately Old,1376.0,0.0,0.0,semifurnished,Medium,Mid Floor
flat,prashanth nagar colony,3.0,2.0,1.0,Old Property,1350.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kapra,2.0,2.0,1.0,Under Construction,1140.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,vijayanagar colony,2.0,2.0,2.0,Old Property,1050.0,0.0,0.0,unfurnished,Low,Low Floor
flat,bachupally,3.0,3.0,0.0,Relatively New,1554.0,0.0,0.0,semifurnished,Low,Low Floor
flat,nacharam,3.0,3.0,3.0,Relatively New,1800.0,0.0,0.0,unfurnished,Low,Low Floor
flat,manikonda,3.0,3.0,2.0,Relatively New,1867.0,0.0,0.0,semifurnished,Low,Low Floor
flat,ghatkesar,3.0,3.0,2.0,Relatively New,1455.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,mayuri nagar,3.0,3.0,3.0,Relatively New,1555.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kothaguda,3.0,3.0,3.0,Relatively New,2400.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kollur,3.0,3.0,3.0,Relatively New,1919.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,jubilee hills,4.0,4.0,0.0,Relatively New,4330.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,bachupally,2.0,2.0,2.0,Relatively New,1230.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,peeranchuruvu,3.0,3.0,0.0,Relatively New,1300.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kokapet,3.0,3.0,3.0,Relatively New,2003.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kondapur,3.0,3.0,1.0,Relatively New,1765.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,beeramguda,2.0,2.0,1.0,Relatively New,900.0,0.0,0.0,semifurnished,Low,Low Floor
flat,alkapuri,2.0,2.0,1.0,Relatively New,1294.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,sainikpuri,3.0,2.0,2.0,Relatively New,1250.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,serlingampally,2.0,2.0,1.0,Relatively New,1280.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kompally,3.0,2.0,0.0,Relatively New,1375.0,0.0,0.0,unfurnished,Low,Low Floor
flat,sainikpuri,2.0,2.0,1.0,Relatively New,865.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,financial district,3.0,3.0,2.0,Relatively New,2014.0,0.0,0.0,unfurnished,Low,High Floor
flat,kphb,2.0,2.0,1.0,Relatively New,930.0,0.0,0.0,unfurnished,Low,High Floor
flat,mallapur,3.0,2.0,2.0,Relatively New,1425.0,0.0,0.0,semifurnished,Low,High Floor
flat,gundlapochampalli,2.0,2.0,1.0,Relatively New,1010.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,raghvendra nagar,2.0,2.0,1.0,Old Property,900.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,lingampally,2.0,2.0,2.0,Old Property,1140.0,0.0,1.0,furnished,Low,Mid Floor
flat,bachupally,3.0,3.0,3.0,New Property,2160.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,prashanthnagar,2.0,2.0,1.0,Old Property,986.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,panjagutta,3.0,3.0,2.0,New Property,1745.0,0.0,0.0,semifurnished,Low,Low Floor
flat,pragathi nagar,2.0,2.0,1.0,New Property,1275.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,boduppal,3.0,3.0,1.0,Relatively New,1640.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,wampugudem,2.0,2.0,1.0,Relatively New,855.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gundlapochampalli,3.0,3.0,2.0,Relatively New,1860.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,upparpally,3.0,3.0,2.0,Relatively New,1432.0,0.0,0.0,unfurnished,Low,Low Floor
flat,uppal,2.0,2.0,1.0,Relatively New,1020.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kondapur,3.0,3.0,0.0,Relatively New,1648.0,0.0,0.0,unfurnished,Low,High Floor
flat,manikonda,3.0,3.0,1.0,Relatively New,1600.0,0.0,1.0,semifurnished,Low,Low Floor
flat,machabolaram,2.0,2.0,1.0,Old Property,750.0,0.0,0.0,unfurnished,Low,Low Floor
flat,ahmedguda,2.0,2.0,1.0,Relatively New,870.0,0.0,0.0,unfurnished,Low,Low Floor
flat,nacharam mandal,2.0,2.0,2.0,Old Property,960.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,west marredpally,2.0,3.0,3.0,Old Property,900.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,somajiguda,3.0,3.0,2.0,Moderately Old,3200.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,golden heights colony,2.0,2.0,1.0,Moderately Old,1023.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kukatpally,2.0,2.0,2.0,Moderately Old,1127.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,nallagandla,3.0,3.0,2.0,Old Property,1500.0,0.0,0.0,semifurnished,Low,High Floor
flat,kompally,3.0,2.0,1.0,New Property,1350.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hyderabad,1.0,1.0,2.0,Old Property,600.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,madinaguda,3.0,2.0,1.0,Old Property,1350.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,nacharam,3.0,3.0,2.0,Relatively New,1510.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kachiguda,2.0,2.0,1.0,Relatively New,1050.0,0.0,0.0,unfurnished,Low,Low Floor
flat,miyapur,3.0,3.0,2.0,Relatively New,1650.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kistareddypet,2.0,2.0,1.0,New Property,1100.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,kollur,3.0,3.0,0.0,Relatively New,1753.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,mallampet,2.0,2.0,1.0,Relatively New,860.0,0.0,0.0,unfurnished,Low,Low Floor
flat,attapur,2.0,2.0,0.0,Relatively New,840.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kistareddypet,2.0,2.0,1.0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gachibowli,3.0,3.0,2.0,Relatively New,1725.0,0.0,0.0,furnished,Medium,Mid Floor
flat,kukatpally,2.0,2.0,2.0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Low Floor
flat,vittal rao nagar,2.0,2.0,1.0,Moderately Old,1550.0,0.0,1.0,semifurnished,Low,Low Floor
flat,ameerpet,1.0,1.0,1.0,Moderately Old,500.0,0.0,0.0,unfurnished,Low,Low Floor
flat,miyapur,3.0,3.0,2.0,Relatively New,1800.0,0.0,0.0,semifurnished,Low,Low Floor
flat,banjara hills,5.0,4.0,1.0,New Property,3125.0,0.0,1.0,semifurnished,Low,Low Floor
flat,chanakyapuri,2.0,2.0,1.0,Old Property,1120.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,bowenpally,2.0,2.0,2.0,Relatively New,1250.0,0.0,1.0,semifurnished,Low,Low Floor
flat,financial district,3.0,2.0,2.0,Relatively New,1450.0,0.0,0.0,semifurnished,Low,Low Floor
flat,bhavani nagar,3.0,2.0,2.0,Moderately Old,1100.0,0.0,1.0,semifurnished,Low,Low Floor
flat,hema nagar,2.0,2.0,0.0,Moderately Old,790.0,0.0,0.0,semifurnished,Low,Low Floor
flat,hafeezpet,3.0,3.0,4.0,Relatively New,2000.0,0.0,1.0,unfurnished,Low,High Floor
flat,nri colony,2.0,2.0,1.0,Old Property,915.0,0.0,0.0,semifurnished,Low,Low Floor
flat,tarnaka,2.0,2.0,2.0,Old Property,1200.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,amberpet,2.0,2.0,2.0,Relatively New,1310.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,gachibowli,3.0,3.0,2.0,Relatively New,2690.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,nallagandla,2.0,2.0,2.0,Relatively New,1305.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,nacharam,3.0,2.0,0.0,Relatively New,1500.0,0.0,0.0,semifurnished,Low,Low Floor
flat,boduppal,3.0,3.0,3.0,Relatively New,1645.0,0.0,0.0,unfurnished,Low,Low Floor
flat,lb nagar,3.0,3.0,2.0,Relatively New,1419.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,miyapur,2.0,2.0,0.0,Relatively New,918.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hayat nagar,2.0,2.0,1.0,Relatively New,741.0,0.0,0.0,unfurnished,Low,Low Floor
flat,nizampet,2.0,2.0,2.0,Relatively New,1231.0,0.0,0.0,furnished,Low,Mid Floor
flat,meerpet,2.0,2.0,0.0,Relatively New,1080.0,0.0,0.0,unfurnished,Low,Low Floor
flat,turkayamjal,2.0,2.0,1.0,Relatively New,1000.0,0.0,0.0,unfurnished,Low,Low Floor
flat,yapral,3.0,3.0,1.0,Relatively New,1300.0,0.0,0.0,furnished,Low,Mid Floor
flat,srinivasapuram colony,2.0,2.0,1.0,Old Property,682.0,0.0,0.0,semifurnished,Low,Low Floor
flat,karmanghat,3.0,3.0,1.0,Relatively New,1600.0,0.0,1.0,furnished,Low,Mid Floor
flat,suraram,2.0,2.0,2.0,New Property,828.0,0.0,0.0,semifurnished,Low,Low Floor
flat,miyapur,3.0,3.0,3.0,Under Construction,2000.0,0.0,0.0,unfurnished,Low,High Floor
flat,nagaram,2.0,2.0,2.0,Moderately Old,830.0,0.0,0.0,semifurnished,High,Mid Floor
flat,hi tech city,2.0,2.0,1.0,Moderately Old,863.0,0.0,0.0,semifurnished,Low,Low Floor
flat,tirumala nagar,2.0,2.0,2.0,Moderately Old,900.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,brindavan colony,3.0,3.0,2.0,Under Construction,1500.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,neknampur,3.0,3.0,2.0,Moderately Old,1650.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,resala bazar,2.0,2.0,0.0,Old Property,670.0,0.0,0.0,furnished,Low,Low Floor
flat,badangpet,2.0,2.0,2.0,Relatively New,600.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,miyapur,3.0,3.0,3.0,Relatively New,1683.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,banjara hills,3.0,3.0,3.0,Relatively New,2531.0,0.0,0.0,semifurnished,Low,Low Floor
flat,mallampet,2.0,2.0,2.0,Relatively New,1150.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,appa junction,2.0,2.0,0.0,Relatively New,1289.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,mahendra hills,2.0,2.0,2.0,New Property,1178.0,0.0,0.0,unfurnished,Low,Low Floor
flat,bachupally,2.0,2.0,1.0,Relatively New,1155.0,0.0,0.0,unfurnished,Low,Low Floor
flat,punjagutta,3.0,3.0,3.0,Relatively New,1435.0,0.0,0.0,semifurnished,Low,Low Floor
flat,gajulramaram,2.0,2.0,1.0,New Property,708.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kompally,3.0,2.0,2.0,Relatively New,1362.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,nizampet,2.0,2.0,2.0,Relatively New,1050.0,0.0,0.0,semifurnished,Low,Low Floor
flat,nizampet,3.0,2.0,4.0,Relatively New,1425.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,miyapur,2.0,2.0,1.0,New Property,918.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,nanakramguda,4.0,4.0,3.0,Relatively New,3230.0,1.0,1.0,unfurnished,Medium,Mid Floor
flat,geological survey of india colony,3.0,2.0,2.0,Old Property,1345.0,0.0,0.0,semifurnished,Medium,Low Floor
flat,badangpet,2.0,2.0,1.0,Moderately Old,812.0,0.0,0.0,semifurnished,Low,Low Floor
flat,badangpet,2.0,2.0,2.0,Moderately Old,1000.0,0.0,0.0,semifurnished,Low,Low Floor
flat,sainikpuri,2.0,2.0,2.0,Relatively New,1100.0,0.0,0.0,semifurnished,Medium,Mid Floor
flat,jubilee hills,3.0,3.0,1.0,Moderately Old,2100.0,0.0,0.0,furnished,Low,High Floor
flat,vinayak nagar,2.0,2.0,1.0,Old Property,1200.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,bachupally,3.0,3.0,2.0,New Property,1750.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,international airport,3.0,2.0,0.0,Moderately Old,1240.0,0.0,0.0,unfurnished,Low,Low Floor
flat,serlingampally,3.0,3.0,0.0,Relatively New,2656.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,padma rao nagar,3.0,2.0,2.0,Old Property,1510.0,0.0,1.0,semifurnished,Low,Low Floor
flat,miyapur,3.0,3.0,1.0,Relatively New,2117.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,allapur,2.0,2.0,2.0,Relatively New,1175.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,beeramguda,2.0,2.0,2.0,Relatively New,1060.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kompally,3.0,3.0,2.0,Relatively New,1811.0,0.0,0.0,semifurnished,Low,Low Floor
flat,meerpet,2.0,1.0,1.0,Moderately Old,450.0,0.0,0.0,unfurnished,Low,Low Floor
flat,safilguda,3.0,2.0,2.0,Moderately Old,1050.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,friends colony,3.0,2.0,2.0,Moderately Old,1450.0,0.0,0.0,semifurnished,Low,Low Floor
flat,medchal,2.0,2.0,1.0,Moderately Old,1000.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,sainikpuri,3.0,3.0,1.0,Moderately Old,1810.0,0.0,1.0,semifurnished,Low,Low Floor
flat,peerzadiguda,2.0,2.0,2.0,Moderately Old,1140.0,0.0,0.0,unfurnished,Low,Low Floor
flat,bandlaguda jagir,2.0,2.0,1.0,New Property,1100.0,0.0,0.0,semifurnished,Low,Low Floor
flat,old bowenpally,2.0,2.0,1.0,Old Property,1200.0,0.0,0.0,furnished,Low,Low Floor
flat,kondapur,3.0,3.0,3.0,Under Construction,2567.0,0.0,0.0,unfurnished,Medium,High Floor
flat,bachupally,3.0,3.0,1.0,New Property,1900.0,0.0,0.0,semifurnished,Low,Low Floor
flat,yapral,3.0,3.0,2.0,New Property,1610.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kukatpally,2.0,2.0,1.0,Relatively New,1125.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kartikeya nagar,3.0,3.0,2.0,Moderately Old,1450.0,0.0,0.0,unfurnished,Low,Low Floor
flat,qutbullapur,2.0,2.0,2.0,Moderately Old,950.0,0.0,0.0,unfurnished,Low,Low Floor
flat,alkapuri colony,3.0,3.0,3.0,Old Property,2200.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,sai ram nagar colony,1.0,1.0,1.0,Old Property,725.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,kompally,1.0,1.0,1.0,Moderately Old,668.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,kollur,3.0,3.0,3.0,Relatively New,2000.0,0.0,1.0,semifurnished,Medium,Low Floor
flat,safilguda,2.0,2.0,1.0,Old Property,1250.0,0.0,1.0,furnished,Low,Low Floor
flat,rajendra nagar,3.0,2.0,1.0,New Property,1350.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,pocharam,2.0,2.0,2.0,Relatively New,947.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,uppal,2.0,2.0,1.0,Relatively New,1000.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kapra,2.0,2.0,1.0,Relatively New,1195.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,tellapur,3.0,3.0,1.0,Relatively New,1751.0,0.0,0.0,unfurnished,Low,Low Floor
flat,mahadevpur colony,1.0,1.0,0.0,Relatively New,1933.0,0.0,0.0,unfurnished,Low,Low Floor
flat,patancheru,1.0,1.0,0.0,Relatively New,624.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,suchitra,2.0,2.0,1.0,Relatively New,1100.0,0.0,0.0,semifurnished,Low,Low Floor
flat,begumpet,4.0,4.0,1.0,Relatively New,3132.0,0.0,0.0,semifurnished,Low,Low Floor
flat,chandanagar,2.0,2.0,0.0,Relatively New,895.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,nallagandla,2.0,2.0,2.0,Relatively New,1150.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,nizampet,2.0,2.0,1.0,Relatively New,1100.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,czech colony,2.0,2.0,2.0,Moderately Old,1230.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,anandbagh,2.0,2.0,1.0,Moderately Old,920.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,old alwal,2.0,2.0,2.0,Moderately Old,1080.0,0.0,0.0,furnished,Medium,Mid Floor
flat,samatha nagar,2.0,2.0,1.0,Relatively New,1100.0,0.0,1.0,semifurnished,Medium,Mid Floor
flat,narasimha colony,2.0,2.0,1.0,Old Property,950.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,bachupally,2.0,2.0,1.0,Moderately Old,1175.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,hmt swarnapuri colony,3.0,2.0,2.0,New Property,1050.0,1.0,1.0,unfurnished,Low,Low Floor
flat,pocharam,2.0,2.0,2.0,Old Property,1136.0,0.0,1.0,semifurnished,High,Mid Floor
flat,narsingi,3.0,3.0,2.0,Moderately Old,2069.0,0.0,1.0,semifurnished,Medium,Low Floor
flat,nizampet,2.0,2.0,2.0,Relatively New,1255.0,0.0,0.0,semifurnished,Low,Low Floor
flat,peerzadiguda,2.0,2.0,1.0,Moderately Old,1100.0,0.0,1.0,semifurnished,Low,Low Floor
flat,kapra,3.0,2.0,1.0,Relatively New,1365.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,telangana,2.0,1.0,2.0,Old Property,685.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kompally,2.0,2.0,1.0,New Property,1361.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,upparpally,2.0,2.0,1.0,Old Property,900.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,aminpur,2.0,2.0,2.0,Under Construction,1050.0,0.0,1.0,unfurnished,Low,Mid Floor
flat,sainikpuri,3.0,3.0,2.0,Relatively New,1150.0,0.0,0.0,furnished,Low,Mid Floor
flat,vinayak nagar,2.0,2.0,2.0,Old Property,1250.0,0.0,0.0,unfurnished,Low,Low Floor
flat,kollur,3.0,3.0,3.0,Under Construction,1300.0,1.0,1.0,unfurnished,Medium,Mid Floor
flat,banjara hills,3.0,2.0,1.0,Relatively New,1630.0,0.0,0.0,semifurnished,Low,Low Floor
flat,chinthal,2.0,2.0,2.0,Moderately Old,856.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,peerzadiguda,2.0,2.0,1.0,Relatively New,900.0,0.0,0.0,semifurnished,Low,Low Floor
flat,bachupally,3.0,3.0,2.0,New Property,2223.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,secunderabad,2.0,2.0,2.0,New Property,968.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,mallapur,3.0,2.0,1.0,Relatively New,1660.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,pjr layout,3.0,3.0,2.0,Moderately Old,1675.0,0.0,1.0,semifurnished,Low,Low Floor
flat,bachupally,3.0,3.0,4.0,Under Construction,2040.0,0.0,1.0,unfurnished,Medium,Mid Floor
flat,miyapur,3.0,3.0,2.0,New Property,1039.0,0.0,0.0,unfurnished,High,Mid Floor
flat,gundlapochampalli,3.0,3.0,3.0,New Property,1670.0,0.0,0.0,unfurnished,Medium,Mid Floor
flat,kompally,2.0,2.0,1.0,Relatively New,1080.0,0.0,0.0,unfurnished,Low,Low Floor
flat,mayuri nagar,2.0,2.0,1.0,Old Property,1170.0,0.0,0.0,semifurnished,Low,Low Floor
flat,erramanzil colony,3.0,2.0,3.0,Old Property,1400.0,0.0,0.0,furnished,Low,Mid Floor
flat,kompally,1.0,1.0,1.0,Moderately Old,668.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,sriram nagar,3.0,3.0,1.0,New Property,2095.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,golnaka,2.0,2.0,2.0,Old Property,1100.0,0.0,1.0,semifurnished,Medium,Low Floor
flat,mamidipally,4.0,3.0,2.0,New Property,2300.0,0.0,1.0,unfurnished,Medium,Low Floor
flat,malkajgiri,2.0,2.0,1.0,Moderately Old,1050.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,west marredpally,3.0,2.0,1.0,Old Property,1166.0,0.0,0.0,unfurnished,Low,Low Floor
flat,shilpa nagar,2.0,2.0,1.0,Moderately Old,920.0,0.0,1.0,semifurnished,Low,Mid Floor
flat,mallapur,3.0,2.0,1.0,New Property,1800.0,0.0,1.0,furnished,Medium,Mid Floor
flat,sainikpuri,2.0,2.0,2.0,New Property,855.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,patancheru,2.0,2.0,2.0,New Property,1000.0,0.0,0.0,semifurnished,Low,Low Floor
flat,langer house,3.0,3.0,2.0,New Property,1458.0,0.0,0.0,unfurnished,Medium,Low Floor
flat,friends colony,2.0,2.0,1.0,Old Property,1120.0,0.0,0.0,semifurnished,Low,Low Floor
flat,kompally,2.0,2.0,2.0,Moderately Old,1250.0,0.0,0.0,semifurnished,Low,Mid Floor
flat,mahadevpur colony,2.0,2.0,1.0,Relatively New,966.0,0.0,0.0,unfurnished,Low,Mid Floor
flat,upperpally,2.0,2.0,1.0,Relatively New,880.0,0.0,0.0,semifurnished,Low,Low Floor
flat,aminpur,3.0,3.0,2.0,New Property,1475.0,0.0,1.0,unfurnished,Low,Low Floor
flat,sainik nagar,2.0,2.0,2.0,Old Property,823.0,0.0,0.0,unfurnished,Low,Low Floor
flat,bandari layout,2.0,2.0,2.0,Relatively New,1105.0,0.0,1.0,semifurnished,Low,Low Floor
flat,suchitra,2.0,2.0,2.0,Moderately Old,1220.0,0.0,0.0,furnished,Low,Mid Floor
flat,samatha nagar,3.0,3.0,3.0,Old Property,1352.0,0.0,0.0,semifurnished,Low,Mid Floor
